"x","y","z"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0.25,0.3,"RG"
0.25,0.2,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0.3,"RG"
0.75,0.7,"RG"
0.25,0.1,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0.1,"RG"
6.25,7,"RG"
1.25,1.4,"RG"
0.25,0.2,"RG"
0,0,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0.2,"RG"
0.75,0.6,"RG"
0.75,0.8,"RG"
2,2.3,"RG"
1,0.9,"RG"
0,0,"RG"
0,0,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.75,0.8,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0.25,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0.75,0,"RG"
2,0.3,"RG"
0,0.2,"RG"
0,0.1,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"RG"
0,0,"WS"
0.298127463713863,0.353808541547746,"WS"
0.171019975569729,0.102198428266892,"WS"
0.325370524327943,0.622917435315053,"WS"
0.18875477058876,0.344934618267063,"WS"
0.037942857964055,0.0440060502987533,"WS"
0.204450714815955,0.380613475928153,"WS"
0.140246458665122,0.304076578020953,"WS"
1.07077882012954,2.37121398221425,"WS"
0.531623175598011,0.990796507604924,"WS"
0.288628259018082,0.380875695125567,"WS"
0.241594926619378,0.183612289510249,"WS"
0.233491347284048,0.180342310474625,"WS"
0.278063564106934,0.264488038513737,"WS"
0.460748403447826,0.782064719659309,"WS"
0.560056858074901,1.05004440385236,"WS"
0.449925845246677,0.661127733058277,"WS"
0.490341957516953,0.789024946834412,"WS"
0.499004248526846,0.856289887439589,"WS"
0.58892017693272,0.997344309714307,"WS"
0.633465337567394,1.15944155912193,"WS"
0.580531298474622,1.02575669400343,"WS"
0.796815398924263,1.69511058221415,"WS"
0.513426746847579,0.886499305109709,"WS"
0.834042487744806,1.61161884910516,"WS"
0.839324369299927,1.69611547772799,"WS"
0.792283605272522,1.6654085761759,"WS"
0.57860736333052,1.15282959011591,"WS"
0.291169011143039,0.55019709088863,"WS"
0.443321605482443,0.783058916688063,"WS"
0.649100517282862,1.25243874734155,"WS"
0.79086918363692,1.5343822193562,"WS"
0.671975083732364,1.40630670343693,"WS"
0.675980122549661,1.47448845705783,"WS"
0.727129470902409,1.48359484600994,"WS"
0.437750139040381,0.829986627829491,"WS"
0.409879389579405,0.759351524561264,"WS"
0.303635388590976,0.538411278933932,"WS"
0.235428456087446,0.257238040774876,"WS"
0.15471595215933,0.0828434593850398,"WS"
0.085585099639659,0.118111639767482,"WS"
0.130913254155268,0.0948734704232469,"WS"
0.161935222291801,0.170641580658903,"WS"
0.204528321665279,0.217132871260339,"WS"
0.120762319936779,0.0984868928863294,"WS"
0.331415708418281,0.480621532810785,"WS"
0.424363619867377,0.818880806968118,"WS"
0.0471411126090594,0.11534865723761,"WS"
0.131406311937613,0.124856211187129,"WS"
0.452273561507202,0.742745431060674,"WS"
0.545515727133335,0.900352640363412,"WS"
0.627438868169853,1.20211508952632,"WS"
0.275791540941229,0.488844059246777,"WS"
0.216291536908793,0.31810066886833,"WS"
0.166991123567971,0.412362851549133,"WS"
0.386624633938998,0.646823312467388,"WS"
0.194669113908129,0.253232532510362,"WS"
0.527211573586054,1.37378147806889,"WS"
0.340084657060297,0.832579307101957,"WS"
0.250915820485121,0.556902842368459,"WS"
0.616595621229557,1.47117996125993,"WS"
0.873332633743388,1.83320691204715,"WS"
0.547738087176301,1.05945748929776,"WS"
0.33458117823383,0.709066879998906,"WS"
1.08301450871881,2.31706568228775,"WS"
0.966459826117971,1.97613222626275,"WS"
1.15244692564332,2.474622680016,"WS"
1.39628299845699,3.03227274482346,"WS"
1.36170712598354,2.84539308994094,"WS"
0.794214570431298,1.72079806436167,"WS"
1.58029213478676,3.4128105628671,"WS"
0.909645970242288,1.83514122450993,"WS"
0.750467063779986,1.52401350344675,"WS"
0.800285583346605,1.65938162157622,"WS"
0.656056248885559,1.30343041593877,"WS"
0.644608061228804,1.075744968236,"WS"
0.579929102705253,1.06317233670168,"WS"
0.375000261314469,0.566845017546938,"WS"
0.719032612049438,1.40950656996362,"WS"
0.771907227687281,1.62226150334036,"WS"
1.08327768422909,2.28049476428418,"WS"
0.853120031572804,1.63115999942366,"WS"
1.02504798036955,2.16998072114064,"WS"
0.704285502223186,1.40312850980272,"WS"
0.24768970153918,0.331099963542578,"WS"
0.25237585040514,0.261075098288606,"WS"
0.188468468226635,0.13099420197221,"WS"
0.0623750665616697,0.104718490932258,"WS"
0.222128977448623,0.497506693257176,"WS"
0.22760668642987,0.214373852589242,"WS"
0.1196475302523,0.0726733165083739,"WS"
0.0621743257761211,0.0853789694536665,"WS"
0.286236672380677,0.31177052190355,"WS"
0.286533233842325,0.451165328036884,"WS"
0.224545069190677,0.23133556984858,"WS"
0.257114134533125,0.473268183962931,"WS"
0.0887741121344067,0.104192081378579,"WS"
0.131950629324882,0.196529312836226,"WS"
0.283357622745761,0.446497259742022,"WS"
0.557702096214969,0.902895763511763,"WS"
0.373474213569112,0.649535216231351,"WS"
0.200227968675859,0.511299011782818,"WS"
0.650046507436889,1.41141065958774,"WS"
0.632852740157841,1.13575853201197,"WS"
0.711200636974532,1.96998170369907,"WS"
0.380638488738996,0.768356632035776,"WS"
0.900560520779861,1.71185058030816,"WS"
1.3241532946889,2.74703015104061,"WS"
0.82077359715321,1.7264518763541,"WS"
0.358477812852544,0.583973690603881,"WS"
0.0763299930445679,0.0444871728823973,"WS"
0.0557678476101838,0.00539053706085989,"WS"
0.130490736508429,0.0568853909469972,"WS"
0.1078209491585,0.156356213744998,"WS"
0.174468081428097,0.0922071550709699,"WS"
0.0972936276326023,0.0351561181993873,"WS"
0.102404037384924,0.0529839270165697,"WS"
0.217051546714286,0.073809591938804,"WS"
0.0687590418060991,0,"WS"
0.14447406111363,0,"WS"
0.123459562422303,0.0214249584577449,"WS"
0.216402108484832,0.482101170652216,"WS"
0.199823133478331,0.311319054480107,"WS"
0.400864607080491,0.64409913231572,"WS"
0.57717789634104,1.15500335482209,"WS"
0.232257864665798,0.361268678846966,"WS"
0.395613204742803,0.659095672359582,"WS"
0.408925903826606,0.835970091096716,"WS"
0.336437471349213,1.06340823729276,"WS"
0.569589983350962,1.1875124449666,"WS"
0.746486599184096,1.35381913646262,"WS"
0.353179192031294,0.824197204293704,"WS"
0.699537699807438,1.76461017755928,"WS"
0.425336559765048,0.974963475582739,"WS"
0.12562938643172,0.0662025328341226,"WS"
0.0785375105798068,0.133914123066568,"WS"
0.219827338926249,0.182553379412235,"WS"
0.153739826099561,0.143671759700369,"WS"
0.105366502698062,0.11408159083678,"WS"
0.306831712447987,0.361323104493406,"WS"
0.470069342874509,0.792830132291432,"WS"
0.333412291981331,0.491284671808764,"WS"
0.182971813854335,0.162667018511328,"WS"
0.366115321535589,0.620663736466595,"WS"
0.333142471035437,0.56889855016883,"WS"
0.592830060336335,1.2455167635715,"WS"
1.24411654130376,2.59493783826947,"WS"
1.51412006334146,3.28734989846891,"WS"
1.35951065840834,2.95004236048358,"WS"
1.34071211877423,2.87590902919065,"WS"
1.29086306740818,2.6514187159281,"WS"
0.930163281929533,1.86751062985648,"WS"
0.562423563249827,1.74952771214471,"WS"
1.70335877934616,4.19597074280088,"WS"
0.924207222865476,2.12925736529266,"WS"
0.542638931656643,1.31937401770117,"WS"
0.0874005307678264,0.289484873838906,"WS"
0.184400160874879,0.275903919604114,"WS"
0.175390840805822,0.157735115729543,"WS"
0.39752558738361,0.66192213420857,"WS"
0.244654534401738,0.26835131578207,"WS"
0.145471536888285,0.192262286467907,"WS"
0.289874246744015,0.371322917775669,"WS"
0.0871039235351204,0.142932056898669,"WS"
0.0898885692544968,0.0497900685798221,"WS"
0.246997779564022,0.378619349402648,"WS"
0.278046403548843,0.375437605773966,"WS"
0.0601995289981304,0.0947767654426632,"WS"
0.13485302580861,0.0955448052742958,"WS"
0.376509439611891,1.0267110300761,"WS"
0.232639779596958,0.313380831458379,"WS"
0.226081525196804,0.419782239337183,"WS"
0.502310011758042,0.904349349374453,"WS"
0.324071070940907,0.499080446501582,"WS"
0.0845652422113074,0.351803475860702,"WS"
0.876630361470422,2.58641923786366,"WS"
0.53912092301607,1.53783458911937,"WS"
0.257667896229624,0.616245207412082,"WS"
0.349275374338652,0.750590079039267,"WS"
0.639962029318671,1.58027168209184,"WS"
0.32782685787202,0.750644938553485,"WS"
0.160332999162786,0.119657930950573,"WS"
0.525989288340201,1.01648800165247,"WS"
0.637230599721044,1.2231768406209,"WS"
0.556397696044815,1.0270390130051,"WS"
0.292596037598488,0.452008064796766,"WS"
0.351641314862226,0.561141847664716,"WS"
0.201031477670154,0.135212090361144,"WS"
0.0689487547945821,0.0127962052125435,"WS"
0.100623130713857,0.0785960672158423,"WS"
0.215731300719284,0.127109414097657,"WS"
0.142238563940951,0.0208655059692513,"WS"
0.0919755458629833,0.169549047870058,"WS"
0.086888421754957,0.0507623395648634,"WS"
0.154146715470953,0.210722547384793,"WS"
0.329799877830219,0.459683749156834,"WS"
0.460750686671152,0.857005056582195,"WS"
0.257539822367473,0.556320453771941,"WS"
0.470151650038735,0.850965882627348,"WS"
0.312053543012662,0.629781919232633,"WS"
0.266360292372972,0.731438853314721,"WS"
0.442154578369015,1.19099220807824,"WS"
0.253818589338463,0.661196221685845,"WS"
1.28537105919378,3.1894092662555,"WS"
0.948393498187949,2.1261125854132,"WS"
0.34463062759679,0.855353888432028,"WS"
0.262564728109912,0.825898838623658,"WS"
0.464460103954796,0.972146540511645,"WS"
0.604325230704536,1.54454926548084,"WS"
0.160737231563817,0.331087543724936,"WS"
0.308770334125155,0.577451353728438,"WS"
0.419661520920064,0.789860353852268,"WS"
0.418152367638854,1.12661812723583,"WS"
0.269576353752718,0.682132500149577,"WS"
0.134251546742199,0.1317318433063,"WS"
0.0728548492706061,0.0875106183012324,"WS"
0.557904715452771,1.18606730355834,"WS"
0.318154520822405,0.657926200994741,"WS"
0.410015383986427,0.984239183077986,"WS"
0.502449567667424,1.11536516945045,"WS"
0.388461173631124,0.991917071275797,"WS"
0.68520153326037,1.62180657254146,"WS"
0.999649366369707,2.24089320323093,"WS"
1.17225251539771,2.70906316488459,"WS"
1.62958046402874,3.83092456040787,"WS"
1.94734982345076,4.29643841110498,"WS"
1.46891492208524,3.2823928563838,"WS"
1.34214783433045,2.97080468126016,"WS"
0.552511707737457,1.20675653175603,"WS"
0.55475015246634,1.16091007019872,"WS"
0.0421684705835377,0.199234820309826,"WS"
0.224848498583277,0.427988190852444,"WS"
0.114862550214562,0.165066829666551,"WS"
0.494532770727408,1.16588447405056,"WS"
0.156517795180224,0.368854048698171,"WS"
0.427123841790213,0.982514850386089,"WS"
0.316304383778228,1.08833230695849,"WS"
0.42476935628902,1.19554727668468,"WS"
0.269455574224807,0.572022605528267,"WS"
0.064170567460011,0.204866495296243,"WS"
0.279118075116355,0.283229076517603,"WS"
0.272555729800959,0.523598482305017,"WS"
0.329774004082665,0.767807746447826,"WS"
0.275047685723352,0.430870037867903,"WS"
0.403010740787396,0.612902053543643,"WS"
0.580164617144159,1.40750922825264,"WS"
0.673937373452605,1.23210497306663,"WS"
0.343737835612528,0.574682859492189,"WS"
1.27499181434495,2.79000285651475,"WS"
0.859616339698714,1.88583495385417,"WS"
0.247803418677258,0.606128881066076,"WS"
0.426035600019291,0.922800055055164,"WS"
0.241962869515871,0.444732977615116,"WS"
0.0594089567464648,0.228850719979558,"WS"
0.483013980572568,0.944822588532694,"WS"
0.321652756407611,0.493027696878714,"WS"
0.174939828519454,0.17779692326102,"WS"
0.194003573944396,0.22224090211007,"WS"
0.145124705735207,0.0512265534749484,"WS"
0.134589967948272,0.125795810195041,"WS"
0.156255248923435,0.451422023319664,"WS"
0.161695063654173,0.220834604475824,"WS"
0.430290430948237,0.904698599382866,"WS"
0.263367947545532,0.265730414324838,"WS"
0.186548965593218,0.36294613436047,"WS"
0.272845120756431,0.453334860021357,"WS"
0.311314723020664,0.758683626474632,"WS"
0.571616300117321,1.17703927017954,"WS"
0.509566239825738,0.885268016342664,"WS"
0.26377486756299,0.37175962685984,"WS"
0.116207238514129,0.222211432574547,"WS"
0.480929416374902,0.72868171893034,"WS"
0.452055980183042,0.62086290153928,"WS"
0.517863198043055,0.87756805000292,"WS"
0.464890796431168,0.722100844335382,"WS"
0.41793971854293,0.580541973177269,"WS"
0.417386054004101,0.628190102324103,"WS"
0.870024438319853,1.87947970971427,"WS"
0.914034790089178,2.2041134978841,"WS"
0.321502440072055,0.727474769406473,"WS"
0.132367451995783,0.182546525576414,"WS"
0.0331718683347789,0.16473571340723,"WS"
0.0360495885993924,0.136869420222169,"WS"
0.0975722503047275,0.163540060419868,"WS"
0.16602108552013,0.114460106997702,"WS"
0.105196033082781,0.0246848174910365,"WS"
0.114626679685347,0.0605122599277783,"WS"
0.193101578837447,0.10622575110029,"WS"
0.252244690328205,0.117963169313804,"WS"
0.162412242016535,0.481927534834431,"WS"
0.695590354809897,1.29840314368839,"WS"
0.849465910632152,1.67236202867646,"WS"
0.768339712553735,1.40886649736732,"WS"
0.40032693368161,0.623018514128073,"WS"
0.430404651449787,1.06228189913848,"WS"
0.362669183798275,0.635598647031184,"WS"
1.18482065287394,3.32451447799248,"WS"
0.74743086725936,1.82431109927062,"WS"
0.265601739006231,0.422574278031184,"WS"
0.0615607301136359,0.105191413601996,"WS"
0.0988186146773453,0.140971623119765,"WS"
0.114372350406934,0.169782661787168,"WS"
0.456163003264687,0.924504357760858,"WS"
0.284676758416067,0.483045295904407,"WS"
0.128879328178716,0.130019811437821,"WS"
0.041407544952777,0.0759934552931663,"WS"
0.181075197977171,0.186989321906068,"WS"
0.0744141502882805,0.0919528375561236,"WS"
0.368217226673563,0.779373934780867,"WS"
0.327725148987133,0.424969189036492,"WS"
0.159807774753604,0.272665405339283,"WS"
0.0481991288417544,0.149051977312554,"WS"
0.349434887248876,0.454141895292865,"WS"
0.195041158241187,0.159154020948337,"WS"
0.478288328876104,0.727387906455254,"WS"
0.505051759567543,0.802456449523728,"WS"
0.453596668327367,0.719355764885578,"WS"
0.331364778440988,0.583528771124288,"WS"
0.227117038448896,0.853298936035487,"WS"
0.764001925050808,1.96323894217648,"WS"
1.0056457618575,2.30372590407162,"WS"
0.696705577469044,1.62472133902321,"WS"
0.823594373143193,1.78975808558311,"WS"
0.208239918030436,0.442177791695269,"WS"
0.940928580934746,1.9570949159587,"WS"
0.442236341470586,0.822764509344362,"WS"
0.362926407006263,0.725510032051094,"WS"
0.219135320909223,0.147258329492467,"WS"
0.344652722027804,0.416740404449816,"WS"
0.246787245387767,0.403801621138037,"WS"
0.41623452962782,0.66406725648178,"WS"
0.200776870962676,0.155935706214804,"WS"
0.18910820182107,0.0519269589816013,"WS"
0.115667267456853,0.0265903274466816,"WS"
0.150095558111141,0.00902367730930063,"WS"
0.145170886472138,0.217295737750863,"WS"
0.207250711482727,0.236389123304798,"WS"
0.338869761600745,0.357559164459529,"WS"
0.369486031235066,0.607859762866896,"WS"
0.472166662787041,1.18784121468778,"WS"
0.439189705405596,0.933413168043575,"WS"
0.241974479606244,0.845488321725304,"WS"
0.479869388517729,1.62070988203395,"WS"
0.785883502296598,2.22232802469308,"WS"
0.44293596816461,1.37080098019555,"WS"
1.56159602524576,3.6269280227195,"WS"
1.05072081532367,2.4450598626314,"WS"
0.778586149913738,1.71392547070934,"WS"
0.539967966308512,1.16336812399581,"WS"
0.529244028212104,1.06664204137132,"WS"
0.477613490623979,0.965355269746652,"WS"
0.380495906774222,0.688264082746316,"WS"
0.202818141650035,0.202704243695903,"WS"
0.062132595050103,0.0472915024051299,"WS"
0.0976254091885373,0.101885820874282,"WS"
0.0755579132199689,0.151566574216358,"WS"
0.0615847356485668,0.0213016587941936,"WS"
0.177017401724583,0.0342412158174331,"WS"
0.126996704648461,0.0114536018691122,"WS"
0.0998385211418662,0.190395409066832,"WS"
0.107752018057417,0.0421969290816237,"WS"
0.0949786818327487,0.229434872938054,"WS"
0.394274450404633,0.55558996717469,"WS"
0.334640885862279,0.437650554467395,"WS"
0.314742006176825,0.518663079261259,"WS"
0.552678441128866,1.08486389868005,"WS"
0.509737123571953,1.00288548865408,"WS"
0.556026513262736,1.18908634603583,"WS"
0.764805657339625,1.28116107236546,"WS"
0.751640690330423,1.99224246320253,"WS"
0.900541009377158,2.06676370118384,"WS"
0.56914863352304,1.12590480966832,"WS"
0.203352856320241,0.192518764608271,"WS"
0.120037530709008,0.0264255757556851,"WS"
0.211892773189047,0.186929750894669,"WS"
0.0725361490031792,0.00562907278848269,"WS"
0.122175633813616,0.154465714116444,"WS"
0.152308075741844,0.0534800407869219,"WS"
0.378951032477519,0.517769263722494,"WS"
0.194669377685728,0.195087987469527,"WS"
0.19070846239735,0.110381567712413,"WS"
0.311109430631818,0.329851277497836,"WS"
0.534642870281006,0.956016795077238,"WS"
0.318988029392614,0.374475573351659,"WS"
0.290495523723581,0.395730860141599,"WS"
0.4955216286534,0.902114692983061,"WS"
1.12465635376465,2.39653670231368,"WS"
1.22240072895186,2.61310751598045,"WS"
1.01551969162528,2.07331541648338,"WS"
0.652897889301526,1.27654349057834,"WS"
0.608015029414675,1.11098454338624,"WS"
0.606392322560072,1.21578586536253,"WS"
0.580721378675582,1.04209983269691,"WS"
0.476866739861058,0.826676003477327,"WS"
