"x","y","z"
97.900865782376,99.724084520403,"WD"
131.572198278416,143.552865010834,"WD"
135,234.118357019784,"WD"
135,326.266436903226,"WD"
135,69.2539413537416,"WD"
119.691765341082,130.91686215628,"WD"
119.538028709862,231.2370621544,"WD"
317.348871276641,245.836561004707,"WD"
351.912321626319,315.155719001934,"WD"
332.419818990446,322.983768568598,"WD"
357.643045686766,341.372336723326,"WD"
352.425538465187,343.8797030104,"WD"
316.84899003212,306.738041511589,"WD"
5.616049537447,9.31631266443566,"WD"
306.51841925442,278.723675294961,"WD"
314.949202360322,298.95295165732,"WD"
293.542687884972,279.979969124226,"WD"
146.971556289627,173.395012570747,"WD"
115.493543463616,136.091850156116,"WD"
83.913705323393,95.8830764904434,"WD"
103.197974180192,132.158322623598,"WD"
189.778415047262,224.505971941231,"WD"
238.621335379231,246.763924270647,"WD"
241.031819705418,243.843290478463,"WD"
326.769503524225,260.786653853881,"WD"
242.0366677196,242.571593063002,"WD"
232.848048601612,240.487479631063,"WD"
263.148092182263,262.476419066507,"WD"
266.282464737969,261.993643510267,"WD"
257.748759011403,260.362830313974,"WD"
229.70945574706,256.314604169911,"WD"
235.292665728505,228.416617371597,"WD"
259.269922701981,260.278885413058,"WD"
304.72456228734,287.007681676347,"WD"
204.301128645931,224.278302307031,"WD"
216.11514878481,224.345140094355,"WD"
200.913810997,209.282253287074,"WD"
194.744455316342,202.152262945423,"WD"
195.713389715102,208.525089483872,"WD"
191.040829191283,202.301228487319,"WD"
183.168313372581,197.331257326759,"WD"
176.952234531357,189.278854427117,"WD"
173.816340684984,194.257275567688,"WD"
192.221817009607,203.307551204465,"WD"
178.175410054998,186.79136783543,"WD"
317.775111273216,264.605244712292,"WD"
304.527098486989,283.516938834071,"WD"
360,273.763642493183,"WD"
229.644485931834,235.676892207818,"WD"
260.115934695929,237.463654103568,"WD"
204.386413962782,215.65427825565,"WD"
280.675271854854,265.916538590123,"WD"
225.546368007308,235.329607766273,"WD"
227.407044840252,245.22921813733,"WD"
356.43748563267,10.9972396252367,"WD"
358.734848389183,344.239637970962,"WD"
298.952472228798,273.307266136245,"WD"
292.687152869448,275.215376725142,"WD"
335.905468366697,317.572583047736,"WD"
8.57241491782537,15.3200133304446,"WD"
323.658067153018,305.673783832452,"WD"
357.280450762874,347.654250928632,"WD"
341.811420252994,329.702792909516,"WD"
175.735637474401,187.457048198388,"WD"
160.288405435189,176.341943847795,"WD"
167.948547922361,191.587997788825,"WD"
236.763313985446,241.074679897343,"WD"
213.791235315215,237.320789348725,"WD"
231.221691139778,216.062905108949,"WD"
141.050009327085,150.316983063406,"WD"
143.466240312077,155.788051066662,"WD"
106.235522859821,94.8278686895447,"WD"
99.3032748295695,104.523303740465,"WD"
2.14713314558426,351.658263871865,"WD"
65.3151010328846,82.8991230683221,"WD"
208.460762508536,235.173351275068,"WD"
107.637532943899,95.4814420778734,"WD"
147.758708678152,151.386850365297,"WD"
140.582921341507,162.437451260071,"WD"
176.413117577456,175.33337515448,"WD"
320.194346467196,283.481864981459,"WD"
301.294114006537,285.073406527419,"WD"
336.758127824203,316.136017554644,"WD"
352.592876119236,331.465721572733,"WD"
11.1300707256598,355.181456933663,"WD"
116.763449743917,158.929073985518,"WD"
356.45138266395,340.848116865482,"WD"
11.4646335676908,0.710484388094699,"WD"
37.1900550271789,50.0277350402449,"WD"
5.98152414897459,4.95542825786814,"WD"
12.3853395819345,17.4669256639662,"WD"
12.5405627942208,32.2800806500006,"WD"
31.081343990538,55.6110370487779,"WD"
77.3070238246632,90.7058056100316,"WD"
84.9993176272166,123.839576566627,"WD"
186.999421075268,238.008667198984,"WD"
282.046346216212,292.849700527553,"WD"
67.8037143747633,98.6091393863293,"WD"
180,125.443284593347,"WD"
180,256.082975735878,"WD"
180,147.115080578208,"WD"
180,26.7409754372608,"WD"
180,97.3723156802991,"WD"
180,255.968909106281,"WD"
123.299296655141,71.5906567629001,"WD"
35.2220492928827,52.1555176561194,"WD"
21.6168168935201,33.7993845413689,"WD"
7.77189827994061,8.66806416294662,"WD"
350.812358321331,336.515836298459,"WD"
317.126801548994,293.920676838032,"WD"
339.160309932904,316.761362516117,"WD"
239.448519327739,254.97898118418,"WD"
137.326933254476,155.801153941882,"WD"
354.204163108819,320.421083497021,"WD"
220.696185024977,271.895625481972,"WD"
221.884110058186,263.840779386812,"WD"
157.977866441926,136.875992022232,"WD"
73.2990356235586,79.2406802329793,"WD"
93.0089229664106,91.2433791421935,"WD"
134.919555271281,263.346310548038,"WD"
305.205658286614,114.375717240857,"WD"
135,161.652913651169,"WD"
280.305983526597,213.444599076428,"WD"
190.387290155897,203.45981178518,"WD"
176.746841286405,186.167498819642,"WD"
307.17839191586,277.861560954231,"WD"
138.565333377197,90.5751678878324,"WD"
58.2306978323882,73.9231292542734,"WD"
25.4815852248256,0.395707802633837,"WD"
1.78616561679129,5.65895107299337,"WD"
6.00609403864667,19.4063118891249,"WD"
10.8716566530163,12.019188550815,"WD"
341.191833100461,317.288755635319,"WD"
239.067435263072,242.88837315127,"WD"
232.77954068081,241.657979933863,"WD"
213.67943397617,226.995157644176,"WD"
191.353432756899,195.730142651239,"WD"
174.286810373869,184.487670152337,"WD"
302.619571793054,319.342221374361,"WD"
23.1266238518362,39.2593547498138,"WD"
53.8225126396797,78.1354828136883,"WD"
114.309988876876,115.632479819544,"WD"
8.34647810331248,17.4533433132831,"WD"
4.76606317385014,30.6034007652063,"WD"
55.7719641608572,82.3627278261345,"WD"
83.8258363837589,91.5830593753242,"WD"
39.1551929306636,40.4890729277396,"WD"
357.803024472805,339.015348622222,"WD"
360,293.72746392233,"WD"
360,93.4243622384781,"WD"
131.492887493454,95.7883820786136,"WD"
129.094924578804,335.323485373142,"WD"
354.842150287077,344.022758364878,"WD"
345.884594100847,308.187209385968,"WD"
314.664174090742,294.02366687767,"WD"
330.868028329781,310.547892037792,"WD"
290.378175956339,264.607944718443,"WD"
265.791205816257,269.137382034471,"WD"
295.522969193441,279.179635592095,"WD"
294.857033871243,271.454275874005,"WD"
138.296438698568,149.822752334585,"WD"
143.749135916413,164.601628619557,"WD"
155.220638887225,168.557633086788,"WD"
151.966854186393,166.063022795261,"WD"
150.580240079819,167.889349578239,"WD"
166.16221790449,172.681585547712,"WD"
108.561162493802,120.325969277985,"WD"
51.54647459503,77.5648539873824,"WD"
180,141.529014130335,"WD"
180,249.149172965348,"WD"
307.991851470506,279.688411077593,"WD"
360,88.2009006636245,"WD"
360,14.2600703709648,"WD"
360,299.446574379138,"WD"
218.065525027128,227.635879168755,"WD"
180,179.55234291713,"WD"
344.618181528,325.526766185425,"WD"
357.357967243547,337.569547739785,"WD"
10.0792781522731,16.8912933752873,"WD"
26.7491908843834,38.8434097474176,"WD"
48.9926054860846,66.0355632204875,"WD"
57.2468385931715,70.8017564402901,"WD"
58.0847336709111,69.488944857756,"WD"
11.3830802213674,14.5669012100645,"WD"
139.195356214675,152.291149055774,"WD"
126.549877755796,136.299856988613,"WD"
31.3121982931498,48.2102539115238,"WD"
22.595387364871,41.7520032410736,"WD"
360,91.780153686325,"WD"
171.071681762915,87.3112139839098,"WD"
15.9991485607815,262.191910226595,"WD"
74.7268501225524,114.532603076194,"WD"
47.0718246667969,65.2032616618478,"WD"
50.7643713555252,71.5399576436378,"WD"
35.5993908806751,61.3954611376152,"WD"
21.4709056623451,359.127936759198,"WD"
41.297714914965,54.0821126761983,"WD"
66.7916086922028,78.9780129390394,"WD"
67.468330055498,79.8553477027835,"WD"
85.0815454580656,91.7066782993411,"WD"
67.5054512796452,80.6052342377509,"WD"
45.5399943145159,58.4404022491614,"WD"
38.1870883377426,57.6988017558355,"WD"
37.4524534020449,56.3311886785552,"WD"
49.6883171719531,59.8616122318997,"WD"
9.00762414525471,14.8393228875629,"WD"
352.289283238578,337.984674964333,"WD"
357.101484523767,337.823226361942,"WD"
351.695047493981,330.511449177921,"WD"
316.962697856857,284.570390280805,"WD"
175.932799865217,182.66938428759,"WD"
62.780035396419,278.665605628603,"WD"
49.4130956893246,73.389477549717,"WD"
68.0721928386981,78.4955988463323,"WD"
62.3955687153958,91.7680414160965,"WD"
80.0394299740766,90.4186568991803,"WD"
53.4902478386122,68.9803589413471,"WD"
54.0819149039179,74.2978792397734,"WD"
77.8928890960555,92.9754626578781,"WD"
27.2894879470135,43.2072178662922,"WD"
359.671354355161,345.044820270222,"WD"
360,334.131822590817,"WD"
36.1728739228641,104.138752398086,"WD"
8.67299312378412,1.14545036992911,"WD"
36.4187610272849,47.9554696245954,"WD"
72.5460696800786,85.7172419630166,"WD"
48.3768020991811,53.3061111636806,"WD"
59.0481811205482,70.9772603655585,"WD"
270.84418572394,282.031572818845,"WD"
342.363756485113,321.390977023681,"WD"
308.894888071271,278.396593384643,"WD"
291.654335324173,278.981554739033,"WD"
263.750103477442,269.378223050521,"WD"
293.796074236914,277.06278142587,"WD"
316.574340268865,291.237813112625,"WD"
354.407851331531,317.788252180722,"WD"
59.8792274455562,97.6790485861835,"WD"
30.4281226207853,51.6593499438892,"WD"
15.0595169984876,30.1338665831081,"WD"
78.8792596811549,81.4906095643549,"WD"
106.213788774995,111.205765304963,"WD"
135,254.180465125931,"WD"
135,157.790791580799,"WD"
99.7827863235854,106.207285491171,"WD"
90,101.45601753508,"WD"
84.9860448461164,87.0709894566227,"WD"
127.69082867756,247.172939952056,"WD"
280.068831247172,273.848390919033,"WD"
1.23296197161341,2.51309437905616,"WD"
59.3786758249963,65.4371165012007,"WD"
320.757716992409,293.024441170464,"WD"
305.02167853822,279.94085415755,"WD"
287.038825007864,269.65340489218,"WD"
260.178248692305,266.131701704496,"WD"
260.063610930219,270.997860205264,"WD"
256.629570558689,262.496920072616,"WD"
268.296045365151,265.689581429349,"WD"
253.540150230778,258.860434446346,"WD"
206.273131149795,219.753149353723,"WD"
179.503258036788,195.619965089608,"WD"
214.03387330937,220.682077184553,"WD"
219.874935878662,225.229054274668,"WD"
245.75744724733,243.314827888839,"WD"
253.019902473241,253.38758587819,"WD"
223.422017803486,223.921859526398,"WD"
319.711215025514,286.136098511413,"WD"
291.669760843477,270.656656255725,"WD"
308.500932446263,276.345458931628,"WD"
241.254416103507,238.770132757811,"WD"
241.36108067545,231.279906185509,"WD"
177.328981356603,187.018557845051,"WD"
180,211.349856063173,"WD"
215.271812981695,243.849507745993,"WD"
337.87469073363,307.36753686216,"WD"
275.981186878942,265.760912967099,"WD"
283.090260584634,265.851935813803,"WD"
199.278901551348,214.231659065593,"WD"
281.756598867477,278.67829866653,"WD"
157.733405839562,171.895009726493,"WD"
136.430735101141,149.92934432451,"WD"
139.51332610722,152.217012635525,"WD"
139.007494634209,147.170423816016,"WD"
141.472450918414,161.205193364824,"WD"
179.255771982849,193.827767263514,"WD"
226.808078905133,225.068062903037,"WD"
230.491024592349,219.008117303592,"WD"
197.815291221832,202.984453310353,"WD"
196.341306992638,206.477497124833,"WD"
153.065429240764,135.960759444775,"WD"
135.09530220293,157.575032753802,"WD"
135,171.708457367353,"WD"
135,83.3312799913684,"WD"
135,269.284284200121,"WD"
116.371758827778,66.5476875740183,"WD"
146.221390283584,150.112756553207,"WD"
178.796952603956,188.258096210516,"WD"
150.728108983477,163.892147364529,"WD"
175.119615568065,185.240107249565,"WD"
124.746212960821,137.340616078908,"WD"
134.89465113597,145.85825413858,"WD"
107.14130451958,116.875751365301,"WD"
120.328112272207,133.99783205278,"WD"
168.206081979359,177.623503819019,"WD"
145.581805190549,153.798595508701,"WD"
135.151816581854,150.38820660914,"WD"
129.909537487378,142.939550076307,"WD"
143.832354543562,156.252119902715,"WD"
173.898530577985,188.260015721618,"WD"
117.032772876757,132.068271747512,"WD"
82.0246435785486,103.957175156767,"WD"
106.823216604561,96.7481966882866,"WD"
60.64986203496,74.6627665307588,"WD"
87.7192774372048,92.8980993423314,"WD"
129.575760873999,152.082775790612,"WD"
174.051097364676,131.936098689283,"WD"
99.6269717335654,111.067346241639,"WD"
121.3930330262,128.168536063032,"WD"
12.9194985657899,104.012492474957,"WD"
135,149.596063099947,"WD"
111.371822021191,271.580455245352,"WD"
273.307543877842,261.816914077235,"WD"
295.474466495583,302.673003562996,"WD"
42.8880967781688,61.3014895255114,"WD"
19.5259015470774,40.3222826585576,"WD"
24.4376855955359,41.188890845694,"WD"
21.2180477841822,32.3910544539381,"WD"
51.3358930324239,64.1509218160731,"WD"
68.0470868694078,82.2206845060438,"WD"
76.1371531208895,86.5540623723393,"WD"
50.4220261857734,60.225381521173,"WD"
104.370730901515,118.281277498593,"WD"
58.2657278129097,72.0548515515732,"WD"
54.4914397583702,67.1275974117514,"WD"
49.3939781590934,62.0999476034255,"WD"
65.8026642546072,81.0402790959816,"WD"
55.695195535371,66.8161941746189,"WD"
56.6993902749448,71.0319825475654,"WD"
42.2423966693737,58.7336020894982,"WD"
48.2620466003065,62.1136972057304,"WD"
75.0899000272209,89.5961109358556,"WD"
80.2194106207504,94.5658996598839,"WD"
59.3202751402748,75.1413147640398,"WD"
79.5686701450915,88.5778404306907,"WD"
85.4581693340995,101.642304646796,"WD"
57.7225248427436,73.9189805925553,"WD"
44.737830477035,63.6351752621369,"WD"
32.8279513547142,50.62648525382,"WD"
45.8033480484463,64.5321432058138,"WD"
41.8197626054975,55.579118318777,"WD"
14.9823332886035,20.4041254393543,"WD"
40.9523879256952,46.3540186559678,"WD"
89.9661130721388,114.232539311368,"WD"
99.4540413754054,108.546834210817,"WD"
160.431704921693,162.579982693051,"WD"
143.968029569924,150.694262002533,"WD"
128.316852977417,146.292292646989,"WD"
131.284810322173,143.512717941276,"WD"
94.4239556397139,141.207631612927,"WD"
267.712845551984,251.534247716226,"WD"
229.30236716989,222.740757543026,"WD"
263.832018889201,263.892444073929,"WD"
229.336518596153,235.599547688503,"WD"
286.441895113031,273.986083954477,"WD"
278.212791938277,269.207978499314,"WD"
292.848045648365,270.525682168791,"WD"
273.660522961503,261.327031114093,"WD"
261.784997665355,256.133038816643,"WD"
234.962874971473,217.864390441763,"WD"
188.025850119097,258.467995399423,"WD"
261.735238027583,250.662729055551,"WD"
319.247295815443,294.721205245445,"WD"
50.4726545018697,64.2112666600276,"WD"
25.8692875422025,46.4288688029291,"WD"
63.6999026908711,77.841453456331,"WD"
58.9648013645167,82.1554675459876,"WD"
133.814199610538,147.048508843397,"WD"
189.406621952626,192.037409930367,"WD"
127.135881693243,141.790598466195,"WD"
130.512917972153,139.816581271446,"WD"
137.169617917185,150.223193302968,"WD"
163.240073098669,176.085086423135,"WD"
180,133.796587522657,"WD"
180,239.46532271937,"WD"
243.059264361051,232.651802243324,"WD"
236.205940161193,134.606510076048,"WD"
236.553130483675,95.7483288986063,"WD"
232.987948218255,100.58753451942,"WD"
233.739382217701,180,"WD"
241.790814419046,180,"WD"
204.868507020136,188.258835149172,"WD"
180,255.434460860542,"WD"
180,288.274398947101,"WD"
328.16816361731,299.021524573164,"WD"
14.1203125370371,28.6962127693992,"WD"
0.420148733101826,348.283613103799,"WD"
358.540892217085,358.182792011467,"WD"
345.007510175972,320.741193355629,"WD"
312.092315540071,259.660961093908,"WD"
194.645207080447,211.345274491936,"WD"
188.341169945833,205.666060353497,"WD"
147.856472426376,158.492169339384,"WD"
139.375322141606,150.828760872917,"WD"
137.064567522396,146.559992579026,"WD"
127.884633696092,141.125832421557,"WD"
126.665023834717,138.404517400146,"WD"
116.251728275504,147.899538133466,"WD"
180,145.404129883034,"WD"
180,246.878619088458,"WD"
164.589830215581,181.368569606003,"WD"
177.260904902539,184.235141053946,"WD"
180,194.827452027423,"WD"
180,180,"WD"
131.2163424884,141.596060195861,"WD"
360,7.38957835138325,"WD"
135,156.822985277183,"WD"
135,309.915399183917,"WD"
346.721774917418,312.738786567591,"WD"
347.826696457697,341.20271543604,"WD"
38.2400343301148,57.5078754995422,"WD"
20.981383041259,33.2150906987605,"WD"
56.7833293430918,70.8192490703543,"WD"
77.5602957040308,105.247675952473,"WD"
94.825382284023,102.40448734452,"WD"
81.8468397465497,101.984842829483,"WD"
128.317109059177,138.414590930914,"WD"
135.699809473139,151.045612157755,"WD"
132.951517383301,146.742110487566,"WD"
119.232560887924,135.300246003495,"WD"
47.9859047190361,73.3918804427046,"WD"
138.736744629533,156.900892623542,"WD"
138.050484889194,138.955104494246,"WD"
163.361793000051,179.464892378404,"WD"
138.077494895919,153.577210130995,"WD"
99.5211694544051,127.367126348166,"WD"
62.7074725777576,83.0826971877405,"WD"
80.7427988936307,91.4230839159848,"WD"
74.5619831071899,90.4040371156374,"WD"
68.6008327246452,98.6895889680443,"WD"
81.553964846323,73.0233013649249,"WD"
56.4645058563836,68.5469756098251,"WD"
90.9571826240465,91.6934699974815,"WD"
45.0533504013783,62.9483907962636,"WD"
55.5288921115709,61.1667449980836,"WD"
50.2718776879595,55.5042393170638,"WD"
78.5162153962348,98.8749395475604,"WD"
88.2216027006891,100.741739317253,"WD"
61.8451354376289,72.2754567621074,"WD"
48.7637824087097,46.8500044013483,"WD"
160.765268094107,178.830953540058,"WD"
133.251527618942,150.502880338922,"WD"
133.563768088942,147.906070483626,"WD"
128.936273710875,145.103028353266,"WD"
51.3028266478535,65.7391943342112,"WD"
100.4137406,104.83754225087,"WD"
115.380821324104,124.245665469119,"WD"
136.110802276978,148.540608336392,"WD"
134.973208375419,143.855053280245,"WD"
114.466558610685,116.679092463654,"WD"
118.495304775125,120.623759494003,"WD"
26.3774306350069,159.214401358111,"WD"
225,88.8766616992245,"WD"
225,122.074108379328,"WD"
225,152.173468960514,"WD"
263.126600855831,16.1347937359064,"WD"
356.913488408489,35.1442886194324,"WD"
44.9527311641367,53.4294247761209,"WD"
49.5644949235546,58.2548778574048,"WD"
49.9095892536126,67.088665197874,"WD"
111.426310131292,123.808879185132,"WD"
152.840292262562,175.287958632071,"WD"
136.135228381747,149.288265454652,"WD"
126.164584740236,139.00280884755,"WD"
122.301202261329,132.59081410058,"WD"
117.418484563543,124.85691945055,"WD"
110.659152421236,126.438901772442,"WD"
159.332421412397,175.283597722772,"WD"
138.986328099658,143.044538298065,"WD"
111.978333008959,122.012101733561,"WD"
89.4633089426696,102.19539329357,"WD"
129.030162743487,141.48631739109,"WD"
164.835971190191,149.782810383134,"WD"
143.509076425236,152.269809029741,"WD"
148.257361183482,159.886955758075,"WD"
156.607865114706,151.7725847769,"WD"
153.874455668066,156.595334461888,"WD"
173.993606637612,148.505940170027,"WD"
153.615032429855,144.996843321594,"WD"
180,96.7083859330763,"WD"
346.462238680986,339.459772470657,"WD"
40.2897605511838,55.5608242256516,"WD"
45.8839811476955,62.7027687250655,"WD"
44.7550870339246,62.0053959011011,"WD"
42.4822610147483,55.8689718538104,"WD"
116.174052544608,137.48968690094,"WD"
169.075325566168,191.389795488215,"WD"
125.473798006192,137.701524093948,"WD"
128.013511547102,143.739420437706,"WD"
112.550975853003,126.118109822644,"WD"
110.83451852995,126.58658048536,"WD"
89.0842084432058,106.565688056636,"WD"
116.032060158844,124.570287009203,"WD"
113.589876455439,122.908395873146,"WD"
113.716781853487,129.297922120597,"WD"
72.9925597162723,85.2183066847531,"WD"
61.6403653938162,84.4674288183854,"WD"
74.3652263969954,83.9602529351276,"WD"
75.5939613841448,84.7941886433216,"WD"
105.834336019575,115.908380378164,"WD"
85.0373767537925,103.01905596875,"WD"
180,125.301878607839,"WD"
180,122.050364595251,"WD"
